emp_no,first_name,last_name,salary,from_date,to_date,title
456833,Ennio,Denos,40000,1992-04-25,1993-04-25,Engineer
457723,Zhonghui,Lorin,40000,1988-09-09,1989-09-09,Technique Leader
457921,Hidde,Hennebert,61443,1994-06-28,1995-06-28,Staff
458612,Zsolt,Suppi,59651,1996-01-03,1997-01-02,Staff
458868,Xudong,Olano,61484,1991-09-12,1992-09-11,Engineer
458922,Anneli,Demir,45817,1992-04-25,1993-04-25,Engineer
459900,Uta,Jahnichen,47850,1994-06-28,1995-06-28,Engineer
460341,Anyuan,Kavanagh,40000,1989-05-06,1990-05-06,Assistant Engineer
460415,Sachem,Marwedel,62046,1994-06-28,1995-06-28,Technique Leader
460683,Thodoros,Hedayat,40000,1996-08-30,1997-08-30,Engineer
460912,Janche,Curless,45044,1996-08-30,1997-08-30,Engineer
460945,Roddy,Milicia,40000,1989-05-06,1990-05-06,Assistant Engineer
461128,Froduald,Ozeri,73327,1996-01-03,1997-01-02,Senior Staff
461270,Mrinalini,Mawatari,76737,1996-01-03,1997-01-02,Staff
461647,Shridhar,Barinka,55236,1996-01-03,1997-01-02,Senior Staff
461720,LiMin,Angot,40734,1991-03-07,1992-03-06,Engineer
461788,Wuxu,Decaestecker,42535,1994-06-28,1995-06-28,Senior Engineer
463373,Shahab,Imataki,47007,1992-09-08,1993-09-08,Senior Staff
463576,Vishu,Tiemann,66769,1991-10-01,1992-09-30,Senior Engineer
463651,JiYoung,Heemskerk,40000,1988-09-09,1989-09-09,Engineer
463983,Shounak,Pettey,40000,1988-10-17,1989-10-17,Engineer
464199,Billur,Sudbeck,40000,1992-04-25,1993-04-25,Engineer
464404,Ferdinand,Ranka,40000,1992-08-02,1993-08-02,Staff
464425,Shaunak,Murtafg,40000,1996-08-30,1997-08-30,Senior Staff
464618,Fumino,Sherertz,52788,1992-03-21,1993-03-21,Senior Staff
464762,Ashish,Hockney,40000,1991-09-12,1992-09-11,Senior Staff
464904,Bikash,Ishibashi,67757,1988-09-09,1989-09-09,Engineer
464967,Kristian,Baba,45692,1991-10-01,1992-09-30,Senior Staff
465155,Shaleah,Alameldin,40000,1991-03-07,1992-03-06,Engineer
465507,Ziva,Geffroy,57749,1996-01-03,1997-01-02,Staff
466399,Chinhyun,Willoner,46290,1992-08-02,1993-08-02,Technique Leader
467590,Tommaso,Pouyioutas,48050,1994-06-28,1995-06-28,Senior Staff
467689,Mang,Puppo,50175,1992-08-02,1993-08-02,Engineer
467710,Kenroku,Oskamp,65176,1988-10-17,1989-10-17,Senior Staff
467747,Tadahiko,Takanami,40000,1992-04-25,1993-04-25,Senior Engineer
467972,Xiaoshan,Magalhaes,67039,1992-09-08,1993-09-08,Assistant Engineer
468583,Beshir,Demke,65972,1989-12-17,1990-12-17,Senior Staff
468854,Hironobu,Toyoshima,41688,1991-10-01,1992-09-30,Engineer
469121,Hairong,Fetvedt,40000,1989-12-17,1990-12-17,Engineer
469222,Giao,Rohrbach,41450,1989-05-06,1990-05-06,Staff
469722,Toshimitsu,Raney,40000,1992-08-02,1993-08-02,Engineer
469898,Chinya,Mandelberg,70097,1989-05-06,1990-05-06,Senior Staff
470083,Zhonghua,Puoti,54402,1992-03-21,1993-03-21,Senior Engineer
470406,Lunjin,Marakhovsky,55694,1996-08-30,1997-08-30,Assistant Engineer
470838,Siamak,Pews,44959,1991-03-07,1992-03-06,Senior Staff
471217,Kenton,Couchot,87139,1996-01-03,1997-01-02,Senior Staff
471238,Maris,Rosiles,40000,1992-09-08,1993-09-08,Engineer
471665,Marie,Alencar,47907,1992-04-25,1993-04-25,Engineer
471791,Mong,Berztiss,56273,1996-01-03,1997-01-02,Technique Leader
471795,Bilhanan,Ritzmann,63089,1996-08-30,1997-08-30,Senior Staff
471933,JoAnne,Gips,79165,1991-10-01,1992-09-30,Senior Staff
472016,Uinam,Delaune,62734,1996-08-30,1997-08-30,Engineer
472027,Niteen,Peck,48627,1991-10-01,1992-09-30,Engineer
472186,Dung,Janetzko,83339,1992-03-21,1993-03-21,Senior Staff
472543,Krister,Fairtlough,47318,1991-10-01,1992-09-30,Engineer
472599,Fusako,Bale,55139,1988-09-09,1989-09-09,Senior Engineer
472848,Vidya,Kawashimo,56083,1992-09-08,1993-09-08,Senior Staff
472992,Marjo,Angot,49704,1989-12-17,1990-12-17,Engineer
473563,Boguslaw,Motley,40000,1992-04-25,1993-04-25,Senior Staff
473842,Arnd,Kavraki,40142,1992-04-25,1993-04-25,Senior Staff
475503,Kolar,Muntz,40000,1991-04-08,1992-04-07,Senior Staff
475923,Stepehn,Demke,40000,1989-12-17,1990-12-17,Engineer
475930,Domenico,Nivat,61464,1996-08-30,1997-08-30,Senior Staff
476288,Douadi,Mattern,79599,1994-06-28,1995-06-28,Technique Leader
477106,Sivanarayana,Pargas,46422,1992-09-08,1993-09-08,Engineer
477262,Jongsuk,Sankaranarayanan,68752,1988-09-09,1989-09-09,Engineer
477698,Miyeon,Jeansoulin,40000,1992-04-25,1993-04-25,Assistant Engineer
477757,Premsyl,Perl,70671,1992-04-25,1993-04-25,Senior Engineer
477763,Kwun,Cmelik,62554,1989-12-17,1990-12-17,Senior Staff
477940,Kellyn,Bain,55023,1992-04-25,1993-04-25,Senior Staff
478188,Danai,Arlazarov,49411,1991-10-01,1992-09-30,Engineer
478205,Rafail,Wilharm,40000,1991-10-01,1992-09-30,Assistant Engineer
478528,Alois,Peroz,40000,1992-09-08,1993-09-08,Technique Leader
479446,Larisa,Mandelberg,55413,1996-01-03,1996-06-18,Staff
480468,Teruyuki,Kabayashi,71562,1991-03-07,1992-03-06,Engineer
480548,Xiahua,Rindone,40000,1991-04-08,1992-04-07,Engineer
480617,Gaurav,Miara,40000,1994-06-28,1995-06-28,Senior Engineer
481169,Vishwani,Zhiwei,40000,1996-01-03,1997-01-02,Engineer
482102,Shimshon,Cullers,74451,1991-09-12,1992-09-11,Senior Staff
482632,Hidekazu,Gils,48570,1989-12-17,1990-12-17,Engineer
482809,Shaowei,Tokunaga,58506,1992-08-02,1993-08-02,Staff
482824,Mani,Danlos,83096,1996-08-30,1997-08-30,Senior Staff
482906,Hidefumi,Cesareni,40000,1992-04-25,1993-04-25,Engineer
483087,Katsuyuki,Rosch,40000,1991-09-12,1992-09-11,Senior Staff
483241,Edwin,Marakhovsky,40000,1988-10-17,1989-10-17,Engineer
483446,LiMin,Serot,50521,1991-04-08,1992-04-07,Senior Staff
483732,Jongsuk,Jiafu,40000,1992-08-02,1993-08-02,Engineer
483733,Sampalli,Zucker,54509,1988-10-17,1989-10-17,Engineer
483882,Basil,Alvarado,40000,1989-12-17,1990-12-17,Engineer
483995,Shigehiro,Zeilberger,40000,1988-09-09,1989-09-09,Senior Engineer
484203,Jiong,Boudaillier,54463,1996-08-30,1997-08-30,Technique Leader
484251,Chuanyi,Ertl,56112,1996-01-03,1997-01-02,Staff
484688,Gila,Morris,42926,1991-03-07,1992-03-06,Engineer
484857,Kwok,Fioravanti,78272,1992-03-21,1993-03-21,Engineer
486074,Joydip,Stellhorn,68724,1991-04-08,1992-04-07,Senior Staff
486594,Ult,Perez,81305,1996-01-03,1997-01-02,Staff
487062,Ziyad,Brodie,44555,1992-04-25,1993-04-25,Technique Leader
487153,Huican,Goodrum,59879,1992-03-21,1993-03-21,Senior Staff
487234,Hilari,Sinitsyn,40000,1994-06-28,1995-06-28,Staff
487578,Marie,Krone,48705,1992-08-02,1993-08-02,Engineer
488123,Otmar,Brattka,40000,1992-04-25,1993-04-25,Engineer
488246,Paris,Honglei,55098,1989-05-06,1990-05-06,Engineer
488374,Sumant,Schahn,59026,1988-10-17,1989-10-17,Senior Staff
488773,Tremaine,Skrikant,40000,1989-12-17,1990-12-17,Senior Staff
489135,Woody,Fraisse,40000,1992-03-21,1992-06-06,Staff
489727,Sibyl,Choobineh,84652,1991-03-07,1992-03-06,Senior Staff
489904,Renny,Gecseg,40000,1988-10-17,1989-10-17,Technique Leader
490026,Xiaopeng,Jording,77355,1988-09-09,1989-09-09,Staff
490916,Takushi,Frezza,40000,1991-03-07,1992-03-06,Assistant Engineer
490924,Lihong,Barreiro,55727,1991-03-07,1992-03-06,Senior Staff
491081,Richard,Collavizza,80580,1992-04-25,1993-04-25,Engineer
492097,Georgy,Broder,40000,1988-09-09,1989-09-09,Senior Engineer
492199,Maja,Dulay,41050,1992-08-02,1993-08-02,Assistant Engineer
492508,Uno,Eastman,51643,1988-10-17,1989-10-17,Senior Staff
493998,Roded,Murthy,58470,1992-09-08,1993-09-08,Senior Engineer
494500,Ottavia,Trachtenberg,74114,1992-04-25,1993-04-25,Senior Staff
494579,Perry,Swift,52761,1992-09-08,1993-09-08,Engineer
494725,Remmert,Gecsei,40000,1994-06-28,1995-06-28,Engineer
495115,Yishay,Hainaut,59454,1991-09-12,1992-09-11,Senior Staff
495313,Aran,Camarinopoulos,65666,1996-08-30,1997-08-30,Staff
495364,Sasan,Jeansoulin,51082,1992-03-21,1993-03-21,Assistant Engineer
495609,Collette,Talmor,59473,1991-03-07,1992-03-06,Senior Staff
495639,Marko,Vanwelkenhuysen,79128,1988-10-17,1989-10-17,Senior Staff
495907,Manibrata,Fordan,64314,1992-09-08,1993-09-08,Engineer
496203,Etsuo,Bellone,40000,1992-09-08,1993-09-08,Engineer
496710,Gou,Marchesini,40000,1988-10-17,1989-10-17,Senior Staff
497288,Conrado,Stellhorn,40000,1992-04-25,1993-04-25,Senior Engineer
498314,Zita,Liesche,40000,1988-09-09,1989-09-09,Assistant Engineer
499098,Sachem,Milicic,40313,1992-08-02,1993-08-02,Engineer
499625,Nechama,Denny,74487,1996-08-30,1997-08-30,Staff
499981,Yunming,Mitina,42720,1991-03-07,1992-03-06,Senior Staff
